7,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
16,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
27,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
38,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
49,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
74,METHOD_RETURN,RET,1,,BY_VALUE,14,6,,ANY
81,METHOD_RETURN,RET,1,,BY_VALUE,25,2,,ANY
102,METHOD_RETURN,RET,1,,BY_VALUE,29,5,,MaybeLocal<Value>
123,METHOD_RETURN,RET,1,,BY_VALUE,37,5,,MaybeLocal<Value>
144,METHOD_RETURN,RET,1,,BY_VALUE,45,5,,MaybeLocal<Value>
157,METHOD_RETURN,RET,1,,BY_VALUE,53,2,,Local<Object>
165,METHOD_RETURN,RET,1,,BY_VALUE,57,2,,async_id
173,METHOD_RETURN,RET,1,,BY_VALUE,61,2,,async_id
178,METHOD_RETURN,RET,1,,BY_VALUE,65,3,,ANY
180,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
198,METHOD_RETURN,RET,33,,BY_VALUE,103,3,,ANY
209,METHOD_RETURN,RET,28,,BY_VALUE,114,3,,ANY
219,METHOD_RETURN,RET,39,,BY_VALUE,133,3,,ANY
238,METHOD_RETURN,RET,1,,BY_VALUE,19,5,,ANY
250,METHOD_RETURN,RET,1,,BY_VALUE,24,5,,ANY
266,METHOD_RETURN,RET,1,,BY_VALUE,34,2,,ANY
272,METHOD_RETURN,RET,1,,BY_VALUE,40,4,,ANY
373,METHOD_RETURN,RET,1,,BY_VALUE,47,6,,ANY
382,METHOD_RETURN,RET,1,,BY_VALUE,91,2,,ANY
604,METHOD_RETURN,RET,1,,BY_VALUE,96,2,,void
829,METHOD_RETURN,RET,1,,BY_VALUE,170,9,,MaybeLocal<Value>
862,METHOD_RETURN,RET,1,,BY_VALUE,233,8,,MaybeLocal<Value>
949,METHOD_RETURN,RET,1,,BY_VALUE,244,8,,MaybeLocal<Value>
1013,METHOD_RETURN,RET,1,,BY_VALUE,268,8,,MaybeLocal<Value>
1097,METHOD_RETURN,RET,1,,BY_VALUE,299,7,,MaybeLocal<Value>
1127,METHOD_RETURN,RET,1,,BY_VALUE,327,7,,Local<Value>
1157,METHOD_RETURN,RET,1,,BY_VALUE,338,7,,Local<Value>
1187,METHOD_RETURN,RET,1,,BY_VALUE,349,7,,Local<Value>
1189,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
1198,METHOD_RETURN,RET,21,,BY_VALUE,75,4,,ANY
1221,METHOD_RETURN,RET,41,,BY_VALUE,136,3,,ANY
1244,METHOD_RETURN,RET,7,,BY_VALUE,192,4,,Environment
1259,METHOD_RETURN,RET,58,,BY_VALUE,217,4,,ANY
1460,METHOD_RETURN,RET,1,,BY_VALUE,22,3,,Maybe<ExitCode>
1480,METHOD_RETURN,RET,,,BY_VALUE,,3,,ANY
1736,METHOD_RETURN,RET,1,,BY_VALUE,90,7,,ANY
1743,METHOD_RETURN,RET,1,,BY_VALUE,168,5,,ANY
1787,METHOD_RETURN,RET,1,,BY_VALUE,174,6,,unique_ptr<CommonEnvironmentSetup>
1899,METHOD_RETURN,RET,1,,BY_VALUE,204,2,,ANY
1944,METHOD_RETURN,RET,1,,BY_VALUE,237,2,,Pointer
1973,METHOD_RETURN,RET,1,,BY_VALUE,252,3,,Maybe<int>
1982,METHOD_RETURN,RET,1,,BY_VALUE,260,2,,uv_loop_t
1990,METHOD_RETURN,RET,1,,BY_VALUE,264,2,,shared_ptr<ArrayBufferAllocator>
1998,METHOD_RETURN,RET,1,,BY_VALUE,269,2,,Isolate
2009,METHOD_RETURN,RET,1,,BY_VALUE,273,2,,IsolateData
2020,METHOD_RETURN,RET,1,,BY_VALUE,277,2,,Environment
2034,METHOD_RETURN,RET,1,,BY_VALUE,281,2,,Local<v8.Context>
2051,METHOD_RETURN,RET,1,,BY_VALUE,285,2,,SnapshotCreator
2086,METHOD_RETURN,RET,1,,BY_VALUE,289,3,,void
2100,METHOD_RETURN,RET,1,,BY_VALUE,299,2,,Pointer
2139,METHOD_RETURN,RET,1,,BY_VALUE,304,3,,Pointer
2148,METHOD_RETURN,RET,1,,BY_VALUE,316,3,,Pointer
2157,METHOD_RETURN,RET,1,,BY_VALUE,320,2,,vector<char>
2167,METHOD_RETURN,RET,1,,BY_VALUE,324,3,,void
2173,METHOD_RETURN,RET,1,,BY_VALUE,328,4,,ANY
2179,METHOD_RETURN,RET,1,,BY_VALUE,332,2,,bool
2181,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
2551,METHOD_RETURN,RET,1,,BY_VALUE,13,4,,enum encoding
2582,METHOD_RETURN,RET,1,,BY_VALUE,113,5,,enum encoding
2612,METHOD_RETURN,RET,1,,BY_VALUE,126,6,,Local<Value>
2637,METHOD_RETURN,RET,1,,BY_VALUE,136,5,,Local<Value>
2660,METHOD_RETURN,RET,1,,BY_VALUE,143,5,,ssize_t
2679,METHOD_RETURN,RET,1,,BY_VALUE,152,7,,ssize_t
2681,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
2720,METHOD_RETURN,RET,12,,BY_VALUE,556,4,,MaybeLocal<Value>
2735,METHOD_RETURN,RET,33,,BY_VALUE,932,5,,ANY
2803,METHOD_RETURN,RET,1,,BY_VALUE,47,4,,bool
2852,METHOD_RETURN,RET,1,,BY_VALUE,54,3,,bool
2983,METHOD_RETURN,RET,1,,BY_VALUE,64,5,,MaybeLocal<Value>
3030,METHOD_RETURN,RET,1,,BY_VALUE,104,3,,void*
3059,METHOD_RETURN,RET,1,,BY_VALUE,115,3,,void*
3099,METHOD_RETURN,RET,1,,BY_VALUE,122,5,,void*
3119,METHOD_RETURN,RET,1,,BY_VALUE,130,4,,void
3128,METHOD_RETURN,RET,1,,BY_VALUE,135,2,,ANY
3149,METHOD_RETURN,RET,1,,BY_VALUE,139,3,,void*
3170,METHOD_RETURN,RET,1,,BY_VALUE,146,3,,void*
3188,METHOD_RETURN,RET,1,,BY_VALUE,153,4,,void
3252,METHOD_RETURN,RET,1,,BY_VALUE,159,5,,void*
3270,METHOD_RETURN,RET,1,,BY_VALUE,184,4,,void
3288,METHOD_RETURN,RET,1,,BY_VALUE,190,4,,void
3329,METHOD_RETURN,RET,1,,BY_VALUE,196,4,,void
3353,METHOD_RETURN,RET,1,,BY_VALUE,209,4,,void
3379,METHOD_RETURN,RET,1,,BY_VALUE,216,3,,unique_ptr<ArrayBufferAllocator>
3391,METHOD_RETURN,RET,1,,BY_VALUE,223,2,,ArrayBufferAllocator
3398,METHOD_RETURN,RET,1,,BY_VALUE,227,3,,void
3462,METHOD_RETURN,RET,1,,BY_VALUE,231,3,,void
3555,METHOD_RETURN,RET,1,,BY_VALUE,251,4,,void
3688,METHOD_RETURN,RET,1,,BY_VALUE,275,4,,void
3700,METHOD_RETURN,RET,1,,BY_VALUE,314,4,,void
3709,METHOD_RETURN,RET,1,,BY_VALUE,320,3,,void
3773,METHOD_RETURN,RET,1,,BY_VALUE,327,7,,Isolate
3805,METHOD_RETURN,RET,1,,BY_VALUE,368,7,,Isolate
3835,METHOD_RETURN,RET,1,,BY_VALUE,382,7,,Isolate
3860,METHOD_RETURN,RET,1,,BY_VALUE,396,7,,IsolateData
3867,METHOD_RETURN,RET,1,,BY_VALUE,407,3,,void
3871,METHOD_RETURN,RET,1,,BY_VALUE,411,2,,ANY
4006,METHOD_RETURN,RET,1,,BY_VALUE,424,9,,Environment
4081,METHOD_RETURN,RET,1,,BY_VALUE,492,3,,void
4094,METHOD_RETURN,RET,1,,BY_VALUE,520,5,,unique_ptr<InspectorParentHandle>
4130,METHOD_RETURN,RET,1,,BY_VALUE,527,6,,unique_ptr<InspectorParentHandle>
4148,METHOD_RETURN,RET,1,,BY_VALUE,543,4,,MaybeLocal<Value>
4161,METHOD_RETURN,RET,1,,BY_VALUE,552,4,,MaybeLocal<Value>
4172,METHOD_RETURN,RET,1,,BY_VALUE,564,3,,Environment
4182,METHOD_RETURN,RET,1,,BY_VALUE,568,3,,IsolateData
4192,METHOD_RETURN,RET,1,,BY_VALUE,572,3,,ArrayBufferAllocator
4202,METHOD_RETURN,RET,1,,BY_VALUE,576,3,,Local<Context>
4213,METHOD_RETURN,RET,1,,BY_VALUE,580,3,,MultiIsolatePlatform
4223,METHOD_RETURN,RET,1,,BY_VALUE,584,3,,MultiIsolatePlatform
4235,METHOD_RETURN,RET,1,,BY_VALUE,588,4,,MultiIsolatePlatform
4251,METHOD_RETURN,RET,1,,BY_VALUE,596,4,,MultiIsolatePlatform
4258,METHOD_RETURN,RET,1,,BY_VALUE,604,3,,void
4277,METHOD_RETURN,RET,1,,BY_VALUE,608,5,,unique_ptr<MultiIsolatePlatform>
4392,METHOD_RETURN,RET,1,,BY_VALUE,617,3,,MaybeLocal<Object>
4427,METHOD_RETURN,RET,1,,BY_VALUE,641,4,,Local<Context>
4437,METHOD_RETURN,RET,1,,BY_VALUE,653,3,,void
4675,METHOD_RETURN,RET,1,,BY_VALUE,659,3,,Maybe<bool>
4760,METHOD_RETURN,RET,1,,BY_VALUE,738,3,,Maybe<bool>
